⏱ 验证分片 9，共 102070 条规则
🚀 启动 50 并发验证，总共 102070 条规则
✅ 已验证 500/102070 条, 本批有效 212, 累计有效 212
✅ 已验证 21500/102070 条, 本批有效 321, 累计有效 8526
✅ 已验证 22000/102070 条, 本批有效 288, 累计有效 8814
✅ 已验证 22500/102070 条, 本批有效 344, 累计有效 9158
✅ 已验证 23000/102070 条, 本批有效 245, 累计有效 9403
✅ 已验证 23500/102070 条, 本批有效 199, 累计有效 9602
✅ 已验证 24000/102070 条, 本批有效 208, 累计有效 9810
✅ 已验证 24500/102070 条, 本批有效 220, 累计有效 10030
✅ 已验证 25000/102070 条, 本批有效 308, 累计有效 10338
✅ 已验证 25500/102070 条, 本批有效 215, 累计有效 10553
✅ 已验证 26000/102070 条, 本批有效 214, 累计有效 10767
✅ 已验证 26500/102070 条, 本批有效 155, 累计有效 10922
✅ 已验证 27000/102070 条, 本批有效 54, 累计有效 10976
✅ 已验证 27500/102070 条, 本批有效 219, 累计有效 11195
✅ 已验证 28000/102070 条, 本批有效 239, 累计有效 11434
✅ 已验证 28500/102070 条, 本批有效 227, 累计有效 11661
✅ 已验证 29000/102070 条, 本批有效 207, 累计有效 11868
✅ 已验证 29500/102070 条, 本批有效 174, 累计有效 12042
✅ 已验证 30000/102070 条, 本批有效 139, 累计有效 12181
✅ 已验证 30500/102070 条, 本批有效 204, 累计有效 12385
✅ 已验证 31000/102070 条, 本批有效 209, 累计有效 12594
✅ 已验证 31500/102070 条, 本批有效 180, 累计有效 12774
✅ 已验证 32000/102070 条, 本批有效 212, 累计有效 12986
✅ 已验证 32500/102070 条, 本批有效 241, 累计有效 13227
✅ 已验证 33000/102070 条, 本批有效 179, 累计有效 13406
✅ 已验证 33500/102070 条, 本批有效 170, 累计有效 13576
✅ 已验证 34000/102070 条, 本批有效 209, 累计有效 13785
✅ 已验证 34500/102070 条, 本批有效 285, 累计有效 14070
✅ 已验证 35000/102070 条, 本批有效 95, 累计有效 14165
✅ 已验证 35500/102070 条, 本批有效 121, 累计有效 14286
✅ 已验证 36000/102070 条, 本批有效 157, 累计有效 14443
✅ 已验证 36500/102070 条, 本批有效 52, 累计有效 14495
✅ 已验证 37000/102070 条, 本批有效 145, 累计有效 14640
✅ 已验证 37500/102070 条, 本批有效 48, 累计有效 14688
✅ 已验证 38000/102070 条, 本批有效 37, 累计有效 14725
✅ 已验证 38500/102070 条, 本批有效 39, 累计有效 14764
✅ 已验证 39000/102070 条, 本批有效 53, 累计有效 14817
✅ 已验证 39500/102070 条, 本批有效 70, 累计有效 14887
✅ 已验证 40000/102070 条, 本批有效 66, 累计有效 14953
✅ 已验证 40500/102070 条, 本批有效 46, 累计有效 14999
✅ 已验证 41000/102070 条, 本批有效 267, 累计有效 15266
✅ 已验证 41500/102070 条, 本批有效 280, 累计有效 15546
✅ 已验证 42000/102070 条, 本批有效 278, 累计有效 15824
✅ 已验证 42500/102070 条, 本批有效 255, 累计有效 16079
✅ 已验证 43000/102070 条, 本批有效 185, 累计有效 16264
✅ 已验证 43500/102070 条, 本批有效 175, 累计有效 16439
✅ 已验证 44000/102070 条, 本批有效 153, 累计有效 16592
✅ 已验证 44500/102070 条, 本批有效 149, 累计有效 16741
✅ 已验证 45000/102070 条, 本批有效 129, 累计有效 16870
✅ 已验证 45500/102070 条, 本批有效 180, 累计有效 17050
✅ 已验证 46000/102070 条, 本批有效 209, 累计有效 17259
✅ 已验证 46500/102070 条, 本批有效 213, 累计有效 17472
✅ 已验证 47000/102070 条, 本批有效 217, 累计有效 17689
✅ 已验证 47500/102070 条, 本批有效 177, 累计有效 17866
✅ 已验证 48000/102070 条, 本批有效 195, 累计有效 18061
✅ 已验证 48500/102070 条, 本批有效 262, 累计有效 18323
✅ 已验证 49000/102070 条, 本批有效 243, 累计有效 18566
✅ 已验证 49500/102070 条, 本批有效 283, 累计有效 18849
✅ 已验证 50000/102070 条, 本批有效 180, 累计有效 19029
✅ 已验证 50500/102070 条, 本批有效 244, 累计有效 19273
✅ 已验证 51000/102070 条, 本批有效 264, 累计有效 19537
✅ 已验证 51500/102070 条, 本批有效 7, 累计有效 19544
✅ 已验证 52000/102070 条, 本批有效 170, 累计有效 19714
✅ 已验证 52500/102070 条, 本批有效 240, 累计有效 19954
✅ 已验证 53000/102070 条, 本批有效 218, 累计有效 20172
✅ 已验证 53500/102070 条, 本批有效 175, 累计有效 20347
✅ 已验证 54000/102070 条, 本批有效 194, 累计有效 20541
✅ 已验证 54500/102070 条, 本批有效 198, 累计有效 20739
✅ 已验证 55000/102070 条, 本批有效 187, 累计有效 20926
✅ 已验证 55500/102070 条, 本批有效 207, 累计有效 21133
✅ 已验证 56000/102070 条, 本批有效 147, 累计有效 21280
✅ 已验证 56500/102070 条, 本批有效 193, 累计有效 21473
✅ 已验证 57000/102070 条, 本批有效 232, 累计有效 21705
✅ 已验证 57500/102070 条, 本批有效 337, 累计有效 22042
✅ 已验证 58000/102070 条, 本批有效 245, 累计有效 22287
✅ 已验证 58500/102070 条, 本批有效 260, 累计有效 22547
✅ 已验证 59000/102070 条, 本批有效 215, 累计有效 22762
✅ 已验证 59500/102070 条, 本批有效 390, 累计有效 23152
✅ 已验证 60000/102070 条, 本批有效 494, 累计有效 23646
✅ 已验证 60500/102070 条, 本批有效 493, 累计有效 24139
✅ 已验证 61000/102070 条, 本批有效 438, 累计有效 24577
✅ 已验证 61500/102070 条, 本批有效 304, 累计有效 24881
✅ 已验证 62000/102070 条, 本批有效 224, 累计有效 25105
✅ 已验证 62500/102070 条, 本批有效 199, 累计有效 25304
✅ 已验证 63000/102070 条, 本批有效 246, 累计有效 25550
✅ 已验证 63500/102070 条, 本批有效 232, 累计有效 25782
✅ 已验证 64000/102070 条, 本批有效 307, 累计有效 26089
✅ 已验证 64500/102070 条, 本批有效 274, 累计有效 26363
✅ 已验证 65000/102070 条, 本批有效 460, 累计有效 26823
✅ 已验证 65500/102070 条, 本批有效 315, 累计有效 27138
✅ 已验证 66000/102070 条, 本批有效 209, 累计有效 27347
✅ 已验证 66500/102070 条, 本批有效 209, 累计有效 27556
✅ 已验证 67000/102070 条, 本批有效 235, 累计有效 27791
✅ 已验证 67500/102070 条, 本批有效 117, 累计有效 27908
✅ 已验证 68000/102070 条, 本批有效 127, 累计有效 28035
✅ 已验证 68500/102070 条, 本批有效 83, 累计有效 28118
✅ 已验证 69000/102070 条, 本批有效 81, 累计有效 28199
✅ 已验证 69500/102070 条, 本批有效 143, 累计有效 28342
✅ 已验证 70000/102070 条, 本批有效 107, 累计有效 28449
✅ 已验证 70500/102070 条, 本批有效 193, 累计有效 28642
✅ 已验证 71000/102070 条, 本批有效 19, 累计有效 28661
✅ 已验证 71500/102070 条, 本批有效 27, 累计有效 28688
✅ 已验证 72000/102070 条, 本批有效 70, 累计有效 28758
✅ 已验证 72500/102070 条, 本批有效 6, 累计有效 28764
✅ 已验证 73000/102070 条, 本批有效 29, 累计有效 28793
✅ 已验证 73500/102070 条, 本批有效 4, 累计有效 28797
✅ 已验证 74000/102070 条, 本批有效 3, 累计有效 28800
✅ 已验证 74500/102070 条, 本批有效 0, 累计有效 28800
✅ 已验证 75000/102070 条, 本批有效 2, 累计有效 28802
✅ 已验证 75500/102070 条, 本批有效 59, 累计有效 28861
✅ 已验证 76000/102070 条, 本批有效 161, 累计有效 29022
✅ 已验证 76500/102070 条, 本批有效 141, 累计有效 29163
✅ 已验证 77000/102070 条, 本批有效 275, 累计有效 29438
✅ 已验证 77500/102070 条, 本批有效 191, 累计有效 29629
✅ 已验证 78000/102070 条, 本批有效 220, 累计有效 29849
✅ 已验证 78500/102070 条, 本批有效 233, 累计有效 30082
✅ 已验证 79000/102070 条, 本批有效 234, 累计有效 30316
✅ 已验证 79500/102070 条, 本批有效 155, 累计有效 30471
✅ 已验证 80000/102070 条, 本批有效 283, 累计有效 30754
✅ 已验证 80500/102070 条, 本批有效 227, 累计有效 30981
✅ 已验证 81000/102070 条, 本批有效 266, 累计有效 31247
✅ 已验证 81500/102070 条, 本批有效 244, 累计有效 31491
✅ 已验证 82000/102070 条, 本批有效 234, 累计有效 31725
✅ 已验证 82500/102070 条, 本批有效 241, 累计有效 31966
✅ 已验证 83000/102070 条, 本批有效 206, 累计有效 32172
✅ 已验证 83500/102070 条, 本批有效 170, 累计有效 32342
✅ 已验证 84000/102070 条, 本批有效 270, 累计有效 32612
✅ 已验证 84500/102070 条, 本批有效 251, 累计有效 32863
✅ 已验证 85000/102070 条, 本批有效 219, 累计有效 33082
✅ 已验证 85500/102070 条, 本批有效 231, 累计有效 33313
✅ 已验证 86000/102070 条, 本批有效 226, 累计有效 33539
✅ 已验证 86500/102070 条, 本批有效 320, 累计有效 33859
✅ 已验证 87000/102070 条, 本批有效 386, 累计有效 34245
✅ 已验证 87500/102070 条, 本批有效 250, 累计有效 34495
✅ 已验证 88000/102070 条, 本批有效 59, 累计有效 34554
✅ 已验证 88500/102070 条, 本批有效 139, 累计有效 34693
✅ 已验证 89000/102070 条, 本批有效 113, 累计有效 34806
✅ 已验证 89500/102070 条, 本批有效 38, 累计有效 34844
✅ 已验证 90000/102070 条, 本批有效 35, 累计有效 34879
✅ 已验证 90500/102070 条, 本批有效 39, 累计有效 34918
✅ 已验证 91000/102070 条, 本批有效 88, 累计有效 35006
✅ 已验证 91500/102070 条, 本批有效 63, 累计有效 35069
✅ 已验证 92000/102070 条, 本批有效 214, 累计有效 35283
✅ 已验证 92500/102070 条, 本批有效 391, 累计有效 35674
✅ 已验证 93000/102070 条, 本批有效 212, 累计有效 35886
✅ 已验证 93500/102070 条, 本批有效 212, 累计有效 36098
✅ 已验证 94000/102070 条, 本批有效 224, 累计有效 36322
✅ 已验证 94500/102070 条, 本批有效 200, 累计有效 36522
✅ 已验证 95000/102070 条, 本批有效 152, 累计有效 36674
✅ 已验证 95500/102070 条, 本批有效 146, 累计有效 36820
✅ 已验证 96000/102070 条, 本批有效 223, 累计有效 37043
✅ 已验证 96500/102070 条, 本批有效 209, 累计有效 37252
✅ 已验证 97000/102070 条, 本批有效 142, 累计有效 37394
✅ 已验证 97500/102070 条, 本批有效 188, 累计有效 37582
✅ 已验证 98000/102070 条, 本批有效 195, 累计有效 37777
✅ 已验证 98500/102070 条, 本批有效 199, 累计有效 37976
✅ 已验证 99000/102070 条, 本批有效 192, 累计有效 38168
✅ 已验证 99500/102070 条, 本批有效 255, 累计有效 38423
✅ 已验证 100000/102070 条, 本批有效 149, 累计有效 38572
✅ 已验证 100500/102070 条, 本批有效 105, 累计有效 38677
✅ 已验证 101000/102070 条, 本批有效 256, 累计有效 38933
✅ 已验证 101500/102070 条, 本批有效 189, 累计有效 39122
✅ 已验证 102000/102070 条, 本批有效 254, 累计有效 39376
✅ 已验证 102070/102070 条, 本批有效 25, 累计有效 39401
✅ 分片验证完成，总有效 39401 条
✅ 分片 9 完成: 总 102694, 新增 35, 删除 0
COMMIT_STATS: 总 102694, 新增 35, 删除 0
